District,Taluk,Area,DemandProducts,Cost_of_Living,Population,Avg_Income,Competition_Index,Footfall_Potential,AvgRent2BHK,MetroAccess,CrimeReportedCitywide,CrimeDetectedCitywide,AgeGroup
Bangalore Urban,Dasarahalli,Chikkabanavara Main Road 5,"Grocery, Pharmacy, Restaurant",49124,496840,65408,6,5468,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,T Dasarahalli Extension 6,"Supermarket, Electronics, Furniture",115435,125228,58950,1,4721,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Thammenahalli Stage 6,"Agriculture, Nurseries, Hardware",63919,446346,71849,4,9777,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Mallasandra Phase 6,"Grocery, Automotive, Pharmacy",55247,202828,49964,7,7666,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Abbigere Block 6,"Grocery, Pharmacy, Cafe",114758,379768,43044,1,4770,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Laggere Cross 6,"Hardware, Automotive, Grocery",111747,177364,54933,8,7758,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Nagasandra Market 6,"Furniture, Electronics, Supermarket",82752,393929,75052,6,1103,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Dasarahalli Industrial Area 6,"Supermarket, Pharmacy, Restaurant",76573,368350,30997,5,7604,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Hegganahalli Layout 6,"Hardware, Automotive, Grocery",79101,89274,29215,9,2566,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Tavarekere (West) Main Road 6,"Agriculture, Nurseries, Grocery",46646,153541,48069,2,2039,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Thotadaguddadahalli Extension 7,"Agriculture, Nurseries, Grocery",43049,73947,38911,5,1735,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Peenya Industrial Area Stage 7,"Industrial Supplies, Machinery, Engineering Services",99605,173606,70533,6,9990,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Vidyaranyapura (West) Phase 7,"Grocery, Pharmacy, Cafe",118116,214692,32030,7,8195,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Jalahalli Cross Block 7,"Automotive, Restaurant, Grocery",117379,68874,44334,5,6365,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Soundarya Layout Cross 7,"Grocery, Pharmacy, Cafe",88385,69708,29571,9,1995,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Chokkasandra Market 7,"Hardware, Automotive, Grocery",60158,94553,57719,1,6624,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Peenya Industrial Area 7,"Industrial Supplies, Machinery, Hardware",85417,88344,78690,7,1173,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Jalahalli Layout 7,"Supermarket, Pharmacy, Restaurants",43289,331282,43927,7,5284,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Bagalagunte Main Road 7,"Grocery, Pharmacy, Electronics",29823,205374,72941,4,2502,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Hesaraghatta Extension 8,"Dairy, Agriculture, Nurseries",80160,67638,73005,9,4995,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Chikkabanavara Stage 8,"Grocery, Pharmacy, Restaurant",61975,98249,35714,5,7431,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,T Dasarahalli Phase 8,"Supermarket, Electronics, Furniture",29540,388009,73712,4,9443,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Thammenahalli Block 8,"Agriculture, Nurseries, Hardware",36364,22719,58541,7,2056,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Mallasandra Cross 8,"Grocery, Automotive, Pharmacy",24611,173962,38387,4,7123,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Abbigere Market 8,"Grocery, Pharmacy, Cafe",47663,490452,43444,3,4007,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Laggere Industrial Area 8,"Hardware, Automotive, Grocery",71991,449725,63908,9,907,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Nagasandra Layout 8,"Furniture, Electronics, Supermarket",77679,62534,34921,8,8478,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Dasarahalli Main Road 8,"Supermarket, Pharmacy, Restaurant",50977,112241,28057,1,4927,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Hegganahalli Extension 9,"Hardware, Automotive, Grocery",114704,432003,79028,7,4624,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Tavarekere (West) Stage 9,"Agriculture, Nurseries, Grocery",69115,146209,60268,9,9599,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Thotadaguddadahalli Phase 9,"Agriculture, Nurseries, Grocery",111007,462061,68710,8,2384,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Peenya Industrial Area Block 9,"Industrial Supplies, Machinery, Engineering Services",108223,209004,70731,8,5413,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Vidyaranyapura (West) Cross 9,"Grocery, Pharmacy, Cafe",80890,112124,39858,6,857,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Jalahalli Cross Market 9,"Automotive, Restaurant, Grocery",86387,111659,63689,4,4987,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Soundarya Layout Industrial Area 9,"Grocery, Pharmacy, Cafe",38071,184134,59638,8,3954,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Chokkasandra Layout 9,"Hardware, Automotive, Grocery",79275,95713,41062,3,3658,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Peenya Main Road 9,"Industrial Supplies, Machinery, Hardware",92369,238335,51850,9,9872,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Jalahalli Extension 10,"Supermarket, Pharmacy, Restaurants",31938,473677,61486,2,1061,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Bagalagunte Stage 10,"Grocery, Pharmacy, Electronics",55195,95418,35567,2,3947,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Hesaraghatta Phase 10,"Dairy, Agriculture, Nurseries",111680,479888,44739,7,6826,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Chikkabanavara Block 10,"Grocery, Pharmacy, Restaurant",24000,148232,72804,4,3675,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,T Dasarahalli Cross 10,"Supermarket, Electronics, Furniture",90588,448048,58285,8,9167,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Thammenahalli Market 10,"Agriculture, Nurseries, Hardware",113610,183038,18754,9,2518,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Mallasandra Industrial Area 10,"Grocery, Automotive, Pharmacy",117856,485761,42044,7,4298,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Abbigere Layout 10,"Grocery, Pharmacy, Cafe",58304,426203,16724,5,1101,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Dasarahalli,Laggere Main Road 10,"Hardware, Automotive, Grocery",89449,188383,16376,8,5344,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka New Town,"Real Estate, Supermarket, Cafes",102986,313719,75087,4,7219,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Attur Layout,"Cafe, Restaurants, Furniture",109643,345996,23706,2,4166,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Allalasandra,"Grocery, Pharmacy, Cafe",40764,278722,23894,6,2945,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Puttenahalli (Yelahanka),"Supermarket, Clothing, Pharmacy",106027,152079,33037,9,9773,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Judicial Layout,"Boutique, Real Estate, Cafe",58494,222053,33450,1,8949,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Singanayakanahalli,"Agriculture, Nurseries, Grocery",23373,96242,31406,7,5416,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Jakkur (Yelahanka),"Education, Cafe, Fitness Center",32161,198589,66612,9,522,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Kogilu,"Real Estate, Supermarket, Electronics",117532,49257,44725,9,6815,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Bagalur,"Agriculture, Warehousing, Grocery",112658,455423,20926,3,4366,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Vidyaranyapura (Yelahanka),"Grocery, Pharmacy, Cafe",47350,164353,54019,5,7649,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Byatarayanapura (Yelahanka),"Clothing Store, Pharmacy, Education",113008,343390,79878,8,6416,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka Old Town,"Grocery, Pharmacy, Restaurants",114297,283579,24496,8,2810,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Somashettihalli,"Grocery, Pharmacy, Cafe",45351,249947,71447,4,8744,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka Air Force Station,"Cafeteria, Groceries, Pharmacy",108668,251758,51068,1,8169,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,CRPF Campus Yelahanka,"Cafeteria, Groceries, Pharmacy",35305,111357,44806,1,1757,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Doddajala,"Real Estate, Hotels, Restaurants",95353,177732,37663,4,2641,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Chikkajala,"Real Estate, Hotels, Restaurants",96797,418300,56321,6,6863,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Kattigenahalli,"Grocery, Pharmacy, Cafe",85953,495413,71505,8,3175,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka NES,"Supermarket, Electronics, Restaurant",77458,426723,51495,6,3264,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Agrahara (Yelahanka),"Grocery, Pharmacy, Cafe",40358,223667,37656,9,2153,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka New Town Extension 1,"Real Estate, Supermarket, Cafes",23267,103807,70147,9,8579,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Attur Layout Stage 1,"Cafe, Restaurants, Furniture",102745,458755,40860,2,5837,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Allalasandra Phase 1,"Grocery, Pharmacy, Cafe",109588,398097,64666,1,3317,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Puttenahalli (Yelahanka) Block 1,"Supermarket, Clothing, Pharmacy",58513,158563,31832,2,1547,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Judicial Layout Cross 1,"Boutique, Real Estate, Cafe",46092,278778,53787,5,6109,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Singanayakanahalli Market 1,"Agriculture, Nurseries, Grocery",31338,201264,63231,4,707,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Jakkur (Yelahanka) Industrial Area 1,"Education, Cafe, Fitness Center",20412,493611,77946,4,4652,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Kogilu Layout 1,"Real Estate, Supermarket, Electronics",27543,405941,36727,9,1864,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Bagalur Main Road 1,"Agriculture, Warehousing, Grocery",53496,346032,57815,8,9517,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Vidyaranyapura (Yelahanka) Extension 2,"Grocery, Pharmacy, Cafe",80692,93609,44545,6,9527,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Byatarayanapura (Yelahanka) Stage 2,"Clothing Store, Pharmacy, Education",109084,291221,72185,1,9321,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka Old Town Phase 2,"Grocery, Pharmacy, Restaurants",112920,268512,59522,2,2771,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Somashettihalli Block 2,"Grocery, Pharmacy, Cafe",64425,273973,17520,6,6619,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka Air Force Station Cross 2,"Cafeteria, Groceries, Pharmacy",58756,303097,18081,2,4062,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,CRPF Campus Yelahanka Market 2,"Cafeteria, Groceries, Pharmacy",38888,490135,49196,5,3277,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Doddajala Industrial Area 2,"Real Estate, Hotels, Restaurants",55735,396826,51735,5,3822,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Chikkajala Layout 2,"Real Estate, Hotels, Restaurants",67295,350033,54213,6,5006,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Kattigenahalli Main Road 2,"Grocery, Pharmacy, Cafe",103042,174893,29566,6,7363,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka NES Extension 3,"Supermarket, Electronics, Restaurant",105999,450783,29042,6,5154,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Agrahara (Yelahanka) Stage 3,"Grocery, Pharmacy, Cafe",37955,135374,40498,2,9767,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka New Town Phase 3,"Real Estate, Supermarket, Cafes",57841,44860,26329,3,908,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Attur Layout Block 3,"Cafe, Restaurants, Furniture",90640,172267,46656,6,9270,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Allalasandra Cross 3,"Grocery, Pharmacy, Cafe",85510,97475,17159,8,825,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Puttenahalli (Yelahanka) Market 3,"Supermarket, Clothing, Pharmacy",54911,369410,52900,1,7801,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Judicial Layout Industrial Area 3,"Boutique, Real Estate, Cafe",79031,172499,77856,1,1316,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Singanayakanahalli Layout 3,"Agriculture, Nurseries, Grocery",108726,382876,66699,2,4151,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Jakkur (Yelahanka) Main Road 3,"Education, Cafe, Fitness Center",27357,309227,34363,6,2297,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Kogilu Extension 4,"Real Estate, Supermarket, Electronics",52479,238118,62701,9,2906,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Bagalur Stage 4,"Agriculture, Warehousing, Grocery",81476,339516,58241,4,9070,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Vidyaranyapura (Yelahanka) Phase 4,"Grocery, Pharmacy, Cafe",64811,143786,34033,3,1072,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Byatarayanapura (Yelahanka) Block 4,"Clothing Store, Pharmacy, Education",56208,457280,72657,8,5734,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka Old Town Cross 4,"Grocery, Pharmacy, Restaurants",40150,27813,25805,9,7583,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Somashettihalli Market 4,"Grocery, Pharmacy, Cafe",91180,51598,50851,5,2223,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka Air Force Station Industrial Area 4,"Cafeteria, Groceries, Pharmacy",63286,277951,41832,9,8890,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,CRPF Campus Yelahanka Layout 4,"Cafeteria, Groceries, Pharmacy",88450,113106,78437,2,324,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Doddajala Main Road 4,"Real Estate, Hotels, Restaurants",41352,309226,65189,3,9132,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Chikkajala Extension 5,"Real Estate, Hotels, Restaurants",75069,311385,28944,7,1914,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Kattigenahalli Stage 5,"Grocery, Pharmacy, Cafe",34397,247286,34873,7,1206,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka NES Phase 5,"Supermarket, Electronics, Restaurant",61555,457785,55372,6,224,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Agrahara (Yelahanka) Block 5,"Grocery, Pharmacy, Cafe",66959,31745,38928,6,3346,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka New Town Cross 5,"Real Estate, Supermarket, Cafes",20728,308173,30379,2,3031,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Attur Layout Market 5,"Cafe, Restaurants, Furniture",70517,164097,66786,6,3071,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Allalasandra Industrial Area 5,"Grocery, Pharmacy, Cafe",86234,252732,51751,4,2117,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Puttenahalli (Yelahanka) Layout 5,"Supermarket, Clothing, Pharmacy",59954,405539,49546,3,7515,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Judicial Layout Main Road 5,"Boutique, Real Estate, Cafe",67280,165360,39286,2,2515,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Singanayakanahalli Extension 6,"Agriculture, Nurseries, Grocery",99459,109186,20110,1,3196,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Jakkur (Yelahanka) Stage 6,"Education, Cafe, Fitness Center",36779,419756,69341,5,1709,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Kogilu Phase 6,"Real Estate, Supermarket, Electronics",83932,379912,27087,2,817,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Bagalur Block 6,"Agriculture, Warehousing, Grocery",92936,233030,38762,2,3661,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Vidyaranyapura (Yelahanka) Cross 6,"Grocery, Pharmacy, Cafe",44466,219950,65276,7,9308,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Byatarayanapura (Yelahanka) Market 6,"Clothing Store, Pharmacy, Education",56939,61846,32081,8,6882,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka Old Town Industrial Area 6,"Grocery, Pharmacy, Restaurants",89896,358076,49947,8,1148,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Somashettihalli Layout 6,"Grocery, Pharmacy, Cafe",55270,168554,24596,4,9649,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka Air Force Station Main Road 6,"Cafeteria, Groceries, Pharmacy",79163,305555,53019,1,8407,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,CRPF Campus Yelahanka Extension 7,"Cafeteria, Groceries, Pharmacy",102637,464191,57003,7,8005,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Doddajala Stage 7,"Real Estate, Hotels, Restaurants",71934,473761,33313,1,5678,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Chikkajala Phase 7,"Real Estate, Hotels, Restaurants",84895,360941,62639,4,1720,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Kattigenahalli Block 7,"Grocery, Pharmacy, Cafe",52307,334451,16013,8,6648,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka NES Cross 7,"Supermarket, Electronics, Restaurant",74098,416309,64378,2,7481,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Agrahara (Yelahanka) Market 7,"Grocery, Pharmacy, Cafe",80921,490474,38705,6,4880,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka New Town Industrial Area 7,"Real Estate, Supermarket, Cafes",25486,304186,16828,6,3892,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Attur Layout Layout 7,"Cafe, Restaurants, Furniture",28335,72930,22909,9,3041,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Allalasandra Main Road 7,"Grocery, Pharmacy, Cafe",106900,268656,53356,5,5795,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Puttenahalli (Yelahanka) Extension 8,"Supermarket, Clothing, Pharmacy",109112,457629,28109,4,6501,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Judicial Layout Stage 8,"Boutique, Real Estate, Cafe",117203,264459,17023,5,9269,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Singanayakanahalli Phase 8,"Agriculture, Nurseries, Grocery",31130,244695,69118,5,6297,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Jakkur (Yelahanka) Block 8,"Education, Cafe, Fitness Center",107508,380027,74796,8,5550,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Kogilu Cross 8,"Real Estate, Supermarket, Electronics",80566,315900,29537,8,9075,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Bagalur Market 8,"Agriculture, Warehousing, Grocery",86703,73268,41661,2,8532,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Vidyaranyapura (Yelahanka) Industrial Area 8,"Grocery, Pharmacy, Cafe",47192,452430,79429,7,5974,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Byatarayanapura (Yelahanka) Layout 8,"Clothing Store, Pharmacy, Education",21062,232943,53659,8,1653,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka Old Town Main Road 8,"Grocery, Pharmacy, Restaurants",104076,278916,76627,6,1112,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Somashettihalli Extension 9,"Grocery, Pharmacy, Cafe",109780,441818,48848,5,8478,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka Air Force Station Stage 9,"Cafeteria, Groceries, Pharmacy",41545,204403,52804,9,1981,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,CRPF Campus Yelahanka Phase 9,"Cafeteria, Groceries, Pharmacy",41689,68901,30379,3,6899,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Doddajala Block 9,"Real Estate, Hotels, Restaurants",31174,382130,74664,4,4686,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Chikkajala Cross 9,"Real Estate, Hotels, Restaurants",108461,214488,42766,9,8722,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Kattigenahalli Market 9,"Grocery, Pharmacy, Cafe",29348,183268,58590,6,8530,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka NES Industrial Area 9,"Supermarket, Electronics, Restaurant",43714,410530,17563,8,6547,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Agrahara (Yelahanka) Layout 9,"Grocery, Pharmacy, Cafe",58102,287770,51060,7,2445,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Yelahanka,Yelahanka New Town Main Road 9,"Real Estate, Supermarket, Cafes",94460,158496,44197,2,175,,No,12627,3603 (28.5%),25-44
